accuracy,precision,recall,f1,model,split,feature_set,train_f1,f1_gap
0.6301075268817204,0.37142857142857144,0.38235294117647056,0.37681159420289856,decision_tree,test,relacional,0.9963235294117647,0.6195119352088662
