model,n_estimators,max_depth,accuracy,precision,recall,f1
random_forest,100,,0.7215053763440861,0.5656565656565656,0.20588235294117646,0.3018867924528302
random_forest,100,10.0,0.7010752688172043,0.488,0.4485294117647059,0.4674329501915709
random_forest,100,20.0,0.7150537634408602,0.5333333333333333,0.20588235294117646,0.29708222811671087
random_forest,200,,0.7236559139784946,0.5773195876288659,0.20588235294117646,0.3035230352303523
random_forest,200,10.0,0.7021505376344086,0.4900398406374502,0.4522058823529412,0.47036328871892924
random_forest,200,20.0,0.7172043010752688,0.5445544554455446,0.20220588235294118,0.2949061662198391
